YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2014,TN,Tennessee,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,56.7,,,3.3,50.3,63.1,432,Female,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2014,TN,Tennessee,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,48.1,,,4.0,40.2,56.0,319,Male,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2014,TN,Tennessee,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,52.2,,,2.7,47.0,57.4,751,Overall,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,76.1,,,2.7,70.8,81.4,574,Female,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,78.5,,,3.2,72.3,84.7,395,Male,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,77.4,,,2.1,73.3,81.5,969,Overall,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,23.9,,,2.7,18.6,29.2,574,Female,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,21.5,,,3.2,15.3,27.7,395,Male,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,22.6,,,2.1,18.5,26.7,969,Overall,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,22.6,,,1.2,20.3,24.9,3077,Female,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,26.0,,,1.6,22.9,29.1,1774,Male,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,24.2,,,1.0,22.3,26.1,4851,Overall,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,19.6,,,0.9,17.8,21.4,3077,Female,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,28.7,,,1.4,26.0,31.4,1774,Male,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,24.0,,,0.8,22.4,25.6,4851,Overall,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,57.8,,,1.3,55.3,60.3,3077,Female,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,45.3,,,1.7,42.0,48.6,1774,Male,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2014,TN,Tennessee,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,51.8,,,1.1,49.7,53.9,4851,Overall,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.7,,,0.8,15.1,18.3,5849,Male,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.7,,,1.0,10.8,14.6,2394,Female,All Races,18 to 44 Years,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.5,,,0.6,11.3,13.7,8687,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.9,,,1.7,10.7,17.1,1049,Overall,African American,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.0,,,1.4,9.3,14.7,873,Overall,All Races,18 to 24 Years,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.3,,,0.9,15.4,19.2,3391,Overall,All Races,25 to 44 Years,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.9,,,0.8,14.2,17.6,5227,Overall,All Races,45 to 64 Years,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,7.4,,,0.7,5.9,8.9,5045,Overall,All Races,65 Years and Older,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,18.6,,,1.4,15.8,21.4,1894,Overall,All Races,Age 20 and Older,< 12th Grade,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.2,,,0.6,11.0,13.4,9017,Overall,All Races,Age 20 and Older,> 12th Grade,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,18.5,,,1.1,16.4,20.6,3333,Overall,All Races,Age 20 and Older,12th Grade,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,18.2,,,1.5,15.4,21.0,1847,Overall,All Races,Age 25 and Older,< 12th Grade,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.2,,,0.6,10.9,13.5,8641,Overall,All Races,Age 25 and Older,> 12th Grade,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,18.8,,,1.2,16.5,21.1,3119,Overall,All Races,Age 25 and Older,12th Grade,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.5,,,0.5,13.5,15.5,14536,Overall,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,21.6,,,6.6,8.6,34.6,89,Overall,American Indian/Alaska Native,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,7.8,,,2.3,3.3,12.3,289,Overall,Asian/Pacific Islander,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.4,,,0.9,11.7,15.1,3805,Overall,Hispanic,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2014,TX,Texas,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,57.0,,,1.7,53.8,60.2,2855,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2014,TX,Texas,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,61.1,,,1.5,58.1,64.1,2740,Male,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2014,TX,Texas,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,59.4,,,1.1,57.2,61.6,5595,Overall,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2014,TX,Texas,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,58.0,,,3.2,51.7,64.3,683,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2014,TX,Texas,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,55.6,,,3.4,48.9,62.3,502,Male,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2014,TX,Texas,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,56.7,,,2.4,52.1,61.3,1185,Overall,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,64.4,,,2.5,59.6,69.2,1023,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,55.7,,,2.6,50.6,60.8,825,Male,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,59.5,,,1.8,55.9,63.1,1848,Overall,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,35.6,,,2.5,30.8,40.4,1023,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,44.3,,,2.6,39.2,49.4,825,Male,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,40.5,,,1.8,36.9,44.1,1848,Overall,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,12.5,,,0.6,11.3,13.7,8687,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.7,,,0.8,15.1,18.3,5849,Male,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,14.5,,,0.5,13.5,15.5,14536,Overall,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,16.5,,,0.7,15.2,17.8,8687,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,26.2,,,0.9,24.4,28.0,5849,Male,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,21.3,,,0.6,20.2,22.4,14536,Overall,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,71.0,,,0.8,69.4,72.6,8687,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,57.1,,,1.0,55.0,59.2,5849,Male,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2014,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,64.2,,,0.7,62.9,65.5,14536,Overall,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,9.1,,,0.6,7.9,10.3,3123,Female,All Races,18 to 44 Years,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,8.2,,,0.4,7.4,9.0,7785,Female,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,11.2,,,0.5,10.2,12.2,6674,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.3,,,5.8,7.9,30.7,65,Overall,African American,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,8.5,,,0.8,6.8,10.2,1227,Overall,All Races,18 to 24 Years,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,11.5,,,0.6,10.4,12.6,4848,Overall,All Races,25 to 44 Years,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,10.4,,,0.6,9.3,11.5,4928,Overall,All Races,45 to 64 Years,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,4.5,,,0.4,3.6,5.4,3456,Overall,All Races,65 Years and Older,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,24.9,,,1.9,21.1,28.7,699,Overall,All Races,Age 20 and Older,< 12th Grade,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,5.9,,,0.3,5.3,6.5,9754,Overall,All Races,Age 20 and Older,> 12th Grade,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.5,,,0.7,14.1,16.9,3652,Overall,All Races,Age 20 and Older,12th Grade,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.9,,,2.0,22.0,29.8,666,Overall,All Races,Age 25 and Older,< 12th Grade,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,5.9,,,0.3,5.3,6.5,9210,Overall,All Races,Age 25 and Older,> 12th Grade,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.3,,,0.8,13.8,16.8,3314,Overall,All Races,Age 25 and Older,12th Grade,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,9.7,,,0.3,9.1,10.3,14459,Overall,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,14.7,,,3.8,7.3,22.1,128,Overall,American Indian/Alaska Native,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,8.7,,,2.3,4.2,13.2,196,Overall,Asian/Pacific Islander,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,10.4,,,1.1,8.2,12.6,1057,Overall,Hispanic,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,9.3,,,0.3,8.6,10.0,12632,Overall,White,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2014,UT,Utah,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,58.8,,,1.6,55.7,61.9,1593,Female,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2014,UT,Utah,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,64.8,,,1.3,62.3,67.3,2130,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2014,UT,Utah,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,62.5,,,1.0,60.5,64.5,3723,Overall,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2014,UT,Utah,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,61.7,,,2.9,55.9,67.5,401,Female,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2014,UT,Utah,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,54.4,,,2.9,48.7,60.1,427,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2014,UT,Utah,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,57.5,,,2.1,53.4,61.6,828,Overall,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,66.1,,,2.5,61.2,71.0,581,Female,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,66.6,,,2.2,62.3,70.9,632,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
